tissue	outcome	avi_quintile	tested	observed	expected	observed_expected	ci_low	ci_high
Skin_Sun_Exposed_Lower_leg	eqtl	1	1858170	71775	106253	0.675512	0.564852	0.791449
Skin_Sun_Exposed_Lower_leg	eqtl	2	1752275	134230	187460	0.716045	0.658038	0.778937
Skin_Sun_Exposed_Lower_leg	eqtl	3	1803849	239937	263686	0.909936	0.850431	0.971883
Skin_Sun_Exposed_Lower_leg	eqtl	4	1983940	441512	394481	1.11922	1.08529	1.15291
Skin_Sun_Exposed_Lower_leg	eqtl	5	1723939	539557	475132	1.13559	1.09391	1.17624
Skin_Sun_Exposed_Lower_leg	lead	1	1858170	424	729.636	0.581112	0.526299	0.638275
Skin_Sun_Exposed_Lower_leg	lead	2	1752275	1004	1468.54	0.683672	0.635526	0.731614
Skin_Sun_Exposed_Lower_leg	lead	3	1803849	1834	2377.91	0.771264	0.724207	0.820656
Skin_Sun_Exposed_Lower_leg	lead	4	1983940	3880	3939.88	0.984803	0.950589	1.0185
Skin_Sun_Exposed_Lower_leg	lead	5	1723939	6994	5620.03	1.24448	1.21432	1.28161
Skin_Sun_Exposed_Lower_leg	finemapped	1	1858170	130	236.191	0.550402	0.443547	0.670523
Skin_Sun_Exposed_Lower_leg	finemapped	2	1752275	448	617.631	0.725353	0.620653	0.846903
Skin_Sun_Exposed_Lower_leg	finemapped	3	1803849	990	1229.32	0.80532	0.730308	0.887542
Skin_Sun_Exposed_Lower_leg	finemapped	4	1983940	2255	2271.15	0.992891	0.933553	1.05412
Skin_Sun_Exposed_Lower_leg	finemapped	5	1723939	4189	3657.71	1.14525	1.1006	1.18969
Small_Intestine_Terminal_Ileum	eqtl	1	1866588	14375	21050.9	0.68287	0.438758	0.944299
Small_Intestine_Terminal_Ileum	eqtl	2	1762475	27261	41471	0.657351	0.540785	0.788085
Small_Intestine_Terminal_Ileum	eqtl	3	1799219	58019	63103.5	0.919426	0.749057	1.08711
Small_Intestine_Terminal_Ileum	eqtl	4	1982585	112267	99661.2	1.12649	1.0631	1.19482
Small_Intestine_Terminal_Ileum	eqtl	5	1724324	144948	131583	1.10157	0.99304	1.21918
Small_Intestine_Terminal_Ileum	lead	1	1866588	176	276.215	0.637185	0.54252	0.724819
Small_Intestine_Terminal_Ileum	lead	2	1762475	429	566.232	0.75764	0.678406	0.850294
Small_Intestine_Terminal_Ileum	lead	3	1799219	747	927.041	0.80579	0.743574	0.873851
Small_Intestine_Terminal_Ileum	lead	4	1982585	1509	1530.17	0.986165	0.940676	1.03487
Small_Intestine_Terminal_Ileum	lead	5	1724324	2628	2189.34	1.20036	1.16232	1.23998
Small_Intestine_Terminal_Ileum	finemapped	1	1866588	28	49.641	0.56405	0.373708	0.76405
Small_Intestine_Terminal_Ileum	finemapped	2	1762475	110	139.394	0.789127	0.608884	0.993944
Small_Intestine_Terminal_Ileum	finemapped	3	1799219	260	291.395	0.892261	0.779031	1.02686
Small_Intestine_Terminal_Ileum	finemapped	4	1982585	482	532.219	0.905643	0.82876	0.992138
Small_Intestine_Terminal_Ileum	finemapped	5	1724324	992	859.351	1.15436	1.08736	1.21562
Spleen	eqtl	1	1828207	29097	44136.2	0.659255	0.493843	0.845482
Spleen	eqtl	2	1740721	56499	81868.8	0.690116	0.592816	0.794208
Spleen	eqtl	3	1787153	104727	119492	0.876432	0.778507	0.987008
Spleen	eqtl	4	1979259	208395	184786	1.12777	1.08111	1.17519
Spleen	eqtl	5	1722852	266908	235343	1.13412	1.06454	1.20405
Spleen	lead	1	1828207	250	444.303	0.562679	0.487208	0.636652
Spleen	lead	2	1740721	656	931.554	0.704199	0.64934	0.767802
Spleen	lead	3	1787153	1221	1505.7	0.810921	0.760633	0.865483
Spleen	lead	4	1979259	2436	2479.91	0.982292	0.9435	1.02038
Spleen	lead	5	1722852	4320	3521.53	1.22674	1.1921	1.26432
Spleen	finemapped	1	1828207	45	99.5687	0.451949	0.31204	0.602142
Spleen	finemapped	2	1740721	211	280.433	0.752409	0.632146	0.875386
Spleen	finemapped	3	1787153	476	550.994	0.863893	0.768398	0.962263
Spleen	finemapped	4	1979259	921	993.404	0.927115	0.869224	0.982889
Spleen	finemapped	5	1722852	1851	1579.6	1.17182	1.12489	1.21931
Stomach	eqtl	1	1852694	26953	38856.1	0.693662	0.496159	0.915603
Stomach	eqtl	2	1756347	45888	72603.7	0.632034	0.544473	0.729503
Stomach	eqtl	3	1797092	97626	109009	0.895576	0.77593	1.02029
Stomach	eqtl	4	1983023	191346	171193	1.11772	1.06055	1.17588
Stomach	eqtl	5	1724480	249804	219955	1.13571	1.05346	1.22129
Stomach	lead	1	1852694	191	347.26	0.550019	0.474757	0.632496
Stomach	lead	2	1756347	491	705.779	0.695685	0.632168	0.766068
Stomach	lead	3	1797092	965	1195.03	0.807514	0.749911	0.870575
Stomach	lead	4	1983023	1973	2042.49	0.965976	0.927097	1.00911
Stomach	lead	5	1724480	3629	2958.44	1.22666	1.18766	1.26475
Stomach	finemapped	1	1852694	38	79.4083	0.478539	0.337639	0.643744
Stomach	finemapped	2	1756347	167	220.744	0.756533	0.621881	0.907957
Stomach	finemapped	3	1797092	400	477.76	0.83724	0.73534	0.957134
Stomach	finemapped	4	1983023	898	909.108	0.987781	0.92109	1.06588
Stomach	finemapped	5	1724480	1678	1493.98	1.12317	1.06882	1.17448
Testis	eqtl	1	2114885	130242	160045	0.813785	0.738998	0.885667
Testis	eqtl	2	1809562	149068	207932	0.716907	0.668963	0.767849
Testis	eqtl	3	1822073	228602	260026	0.879151	0.825936	0.937544
Testis	eqtl	4	1991317	401924	346861	1.15875	1.12296	1.19205
Testis	eqtl	5	1726660	447017	381989	1.17024	1.12443	1.22046
Testis	lead	1	2114885	846	1332.41	0.63494	0.593394	0.67932
Testis	lead	2	1809562	1495	2050	0.729268	0.689517	0.772587
Testis	lead	3	1822073	2369	2883.34	0.821616	0.7815	0.862405
Testis	lead	4	1991317	4292	4166.87	1.03003	0.992497	1.06416
Testis	lead	5	1726660	6606	5175.38	1.27643	1.24238	1.31068
Testis	finemapped	1	2114885	305	460.876	0.661783	0.570644	0.761458
Testis	finemapped	2	1809562	636	813.266	0.782032	0.702627	0.866163
Testis	finemapped	3	1822073	1061	1285.67	0.82525	0.757203	0.896732
Testis	finemapped	4	1991317	1980	1977.4	1.00131	0.941376	1.06129
Testis	finemapped	5	1726660	3262	2706.79	1.20512	1.15665	1.25574
Thyroid	eqtl	1	1879927	98666	127622	0.773114	0.681301	0.86657
Thyroid	eqtl	2	1757896	149126	207491	0.718711	0.663744	0.775563
Thyroid	eqtl	3	1797263	258957	287449	0.900879	0.850873	0.954952
Thyroid	eqtl	4	1983949	473214	423258	1.11803	1.08577	1.1501
Thyroid	eqtl	5	1724549	561930	496073	1.13276	1.09491	1.17076
Thyroid	lead	1	1879927	459	786.976	0.583245	0.529295	0.638663
Thyroid	lead	2	1757896	971	1509.62	0.643208	0.603533	0.685889
Thyroid	lead	3	1797263	1921	2464.91	0.779337	0.74029	0.823207
Thyroid	lead	4	1983949	4019	4074.47	0.986386	0.953406	1.02042
Thyroid	lead	5	1724549	7171	5705.02	1.25696	1.22386	1.29558
Thyroid	finemapped	1	1879927	200	294.989	0.677991	0.556639	0.811078
Thyroid	finemapped	2	1757896	487	688.919	0.706905	0.604878	0.819018
Thyroid	finemapped	3	1797263	1116	1345.4	0.829495	0.754655	0.905842
Thyroid	finemapped	4	1983949	2373	2442.12	0.971698	0.916968	1.03127
Thyroid	finemapped	5	1724549	4398	3802.58	1.15658	1.11272	1.20069
Uterus	eqtl	1	1840874	6752	10059.7	0.67119	0.410641	0.924584
Uterus	eqtl	2	1744458	12179	20398.9	0.597042	0.471216	0.736884
Uterus	eqtl	3	1789947	34252	32289.3	1.06078	0.797779	1.29668
Uterus	eqtl	4	1981500	61194	53057.8	1.15335	1.0703	1.23977
Uterus	eqtl	5	1724094	75057	73628.2	1.01941	0.893493	1.16922
Uterus	lead	1	1840874	73	136.501	0.534795	0.406332	0.65566
Uterus	lead	2	1744458	203	286.872	0.707632	0.599265	0.826465
Uterus	lead	3	1789947	451	480.514	0.938577	0.848141	1.03188
Uterus	lead	4	1981500	817	818.177	0.998561	0.936861	1.06047
Uterus	lead	5	1724094	1376	1197.94	1.14864	1.10493	1.19319
Uterus	finemapped	1	1840874	15	24.4532	0.613416	0.324854	0.932864
Uterus	finemapped	2	1744458	50	68.3862	0.731141	0.493557	0.975753
Uterus	finemapped	3	1789947	150	144.195	1.04026	0.850358	1.24656
Uterus	finemapped	4	1981500	263	265.416	0.990896	0.878412	1.09803
Uterus	finemapped	5	1724094	461	436.549	1.05601	0.984812	1.12767
Vagina	eqtl	1	1877588	8936	10952.2	0.815906	0.401214	1.20757
Vagina	eqtl	2	1763242	12848	21461.8	0.598644	0.483	0.729061
Vagina	eqtl	3	1798837	34493	33876.8	1.01819	0.758476	1.25807
Vagina	eqtl	4	1983639	64345	54293.4	1.18513	1.09691	1.27463
Vagina	eqtl	5	1724248	74630	74667.7	0.999495	0.867718	1.15087
Vagina	lead	1	1877588	109	155.364	0.701579	0.583651	0.829542
Vagina	lead	2	1763242	262	312.681	0.837915	0.740306	0.939356
Vagina	lead	3	1798837	469	519.597	0.902623	0.81549	0.99708
Vagina	lead	4	1983639	868	863.887	1.00476	0.933419	1.07029
Vagina	lead	5	1724248	1387	1243.47	1.11543	1.07121	1.16189
Vagina	finemapped	1	1877588	9	20.1473	0.44671	0.209515	0.760539
Vagina	finemapped	2	1763242	52	57.2237	0.908715	0.645308	1.21191
Vagina	finemapped	3	1798837	122	123.755	0.985817	0.80575	1.2034
Vagina	finemapped	4	1983639	224	228.067	0.982169	0.83335	1.12232
Vagina	finemapped	5	1724248	396	373.807	1.05937	0.969237	1.14639
