y	variant	y_transform	x_model	x_plot	fit_model_space	ci_lo_model_space	ci_hi_model_space	fit_y_units	ci_lo_y_units	ci_hi_y_units
avi_top1_per_kb	C_loglog	log10	3.00962	1022.4	1.18682	1.17579	1.19785	15.375	14.9895	15.7705
avi_top1_per_kb	C_loglog	log10	3.01891	1044.5	1.18774	1.17664	1.19883	15.4077	15.0191	15.8064
avi_top1_per_kb	C_loglog	log10	3.0282	1067.08	1.18866	1.1775	1.19982	15.4404	15.0488	15.8423
avi_top1_per_kb	C_loglog	log10	3.03749	1090.15	1.18958	1.17836	1.20081	15.4732	15.0785	15.8784
avi_top1_per_kb	C_loglog	log10	3.04678	1113.72	1.1905	1.17921	1.20179	15.5061	15.1082	15.9145
avi_top1_per_kb	C_loglog	log10	3.05606	1137.8	1.19142	1.18007	1.20278	15.5391	15.1381	15.9507
avi_top1_per_kb	C_loglog	log10	3.06535	1162.39	1.19235	1.18093	1.20377	15.5721	15.1679	15.987
avi_top1_per_kb	C_loglog	log10	3.07464	1187.52	1.19327	1.18178	1.20475	15.6052	15.1979	16.0234
avi_top1_per_kb	C_loglog	log10	3.08393	1213.2	1.19419	1.18264	1.20574	15.6383	15.2278	16.0599
avi_top1_per_kb	C_loglog	log10	3.09322	1239.43	1.19511	1.18349	1.20673	15.6715	15.2579	16.0964
avi_top1_per_kb	C_loglog	log10	3.10251	1266.22	1.19603	1.18435	1.20772	15.7048	15.2879	16.1331
avi_top1_per_kb	C_loglog	log10	3.1118	1293.59	1.19695	1.1852	1.20871	15.7382	15.3181	16.1698
avi_top1_per_kb	C_loglog	log10	3.12109	1321.56	1.19788	1.18606	1.20969	15.7716	15.3483	16.2067
avi_top1_per_kb	C_loglog	log10	3.13038	1350.13	1.1988	1.18691	1.21068	15.8051	15.3785	16.2436
avi_top1_per_kb	C_loglog	log10	3.13967	1379.32	1.19972	1.18777	1.21167	15.8387	15.4088	16.2806
avi_top1_per_kb	C_loglog	log10	3.14895	1409.14	1.20064	1.18862	1.21266	15.8724	15.4391	16.3178
avi_top1_per_kb	C_loglog	log10	3.15824	1439.6	1.20156	1.18948	1.21365	15.9061	15.4695	16.355
avi_top1_per_kb	C_loglog	log10	3.16753	1470.73	1.20249	1.19033	1.21464	15.9399	15.5	16.3923
avi_top1_per_kb	C_loglog	log10	3.17682	1502.52	1.20341	1.19119	1.21563	15.9737	15.5305	16.4296
avi_top1_per_kb	C_loglog	log10	3.18611	1535	1.20433	1.19204	1.21662	16.0077	15.5611	16.4671
avi_top1_per_kb	C_loglog	log10	3.1954	1568.19	1.20525	1.19289	1.21761	16.0417	15.5917	16.5047
avi_top1_per_kb	C_loglog	log10	3.20469	1602.09	1.20617	1.19375	1.2186	16.0758	15.6223	16.5424
avi_top1_per_kb	C_loglog	log10	3.21398	1636.73	1.20709	1.1946	1.21959	16.1099	15.6531	16.5801
avi_top1_per_kb	C_loglog	log10	3.22327	1672.11	1.20802	1.19545	1.22058	16.1441	15.6838	16.618
avi_top1_per_kb	C_loglog	log10	3.23255	1708.26	1.20894	1.19631	1.22157	16.1784	15.7147	16.6559
avi_top1_per_kb	C_loglog	log10	3.24184	1745.19	1.20986	1.19716	1.22256	16.2128	15.7456	16.6939
avi_top1_per_kb	C_loglog	log10	3.25113	1782.92	1.21078	1.19801	1.22355	16.2473	15.7765	16.7321
avi_top1_per_kb	C_loglog	log10	3.26042	1821.47	1.2117	1.19886	1.22454	16.2818	15.8075	16.7703
avi_top1_per_kb	C_loglog	log10	3.26971	1860.85	1.21262	1.19972	1.22553	16.3164	15.8385	16.8086
avi_top1_per_kb	C_loglog	log10	3.279	1901.08	1.21355	1.20057	1.22652	16.351	15.8697	16.847
avi_top1_per_kb	C_loglog	log10	3.28829	1942.17	1.21447	1.20142	1.22751	16.3858	15.9008	16.8855
avi_top1_per_kb	C_loglog	log10	3.29758	1984.16	1.21539	1.20227	1.22851	16.4206	15.932	16.9241
avi_top1_per_kb	C_loglog	log10	3.30687	2027.06	1.21631	1.20312	1.2295	16.4555	15.9633	16.9628
avi_top1_per_kb	C_loglog	log10	3.31616	2070.88	1.21723	1.20397	1.23049	16.4904	15.9947	17.0016
avi_top1_per_kb	C_loglog	log10	3.32544	2115.65	1.21815	1.20483	1.23148	16.5255	16.026	17.0404
avi_top1_per_kb	C_loglog	log10	3.33473	2161.39	1.21908	1.20568	1.23247	16.5606	16.0575	17.0794
avi_top1_per_kb	C_loglog	log10	3.34402	2208.12	1.22	1.20653	1.23346	16.5958	16.089	17.1185
avi_top1_per_kb	C_loglog	log10	3.35331	2255.85	1.22092	1.20738	1.23446	16.631	16.1206	17.1576
avi_top1_per_kb	C_loglog	log10	3.3626	2304.62	1.22184	1.20823	1.23545	16.6663	16.1522	17.1969
avi_top1_per_kb	C_loglog	log10	3.37189	2354.45	1.22276	1.20908	1.23644	16.7018	16.1839	17.2362
avi_top1_per_kb	C_loglog	log10	3.38118	2405.35	1.22368	1.20993	1.23743	16.7372	16.2156	17.2757
avi_top1_per_kb	C_loglog	log10	3.39047	2457.35	1.22461	1.21078	1.23843	16.7728	16.2474	17.3152
avi_top1_per_kb	C_loglog	log10	3.39976	2510.47	1.22553	1.21163	1.23942	16.8084	16.2792	17.3548
avi_top1_per_kb	C_loglog	log10	3.40904	2564.75	1.22645	1.21248	1.24041	16.8441	16.3111	17.3946
avi_top1_per_kb	C_loglog	log10	3.41833	2620.19	1.22737	1.21333	1.24141	16.8799	16.3431	17.4344
avi_top1_per_kb	C_loglog	log10	3.42762	2676.84	1.22829	1.21418	1.2424	16.9158	16.3751	17.4743
avi_top1_per_kb	C_loglog	log10	3.43691	2734.71	1.22921	1.21503	1.24339	16.9517	16.4072	17.5143
avi_top1_per_kb	C_loglog	log10	3.4462	2793.83	1.23014	1.21588	1.24439	16.9877	16.4394	17.5544
avi_top1_per_kb	C_loglog	log10	3.45549	2854.23	1.23106	1.21673	1.24538	17.0238	16.4716	17.5946
avi_top1_per_kb	C_loglog	log10	3.46478	2915.94	1.23198	1.21758	1.24637	17.06	16.5038	17.6349
avi_top1_per_kb	C_loglog	log10	3.47407	2978.98	1.2329	1.21843	1.24737	17.0962	16.5361	17.6753
avi_top1_per_kb	C_loglog	log10	3.48336	3043.38	1.23382	1.21928	1.24836	17.1326	16.5685	17.7158
avi_top1_per_kb	C_loglog	log10	3.49265	3109.17	1.23474	1.22013	1.24935	17.169	16.601	17.7564
avi_top1_per_kb	C_loglog	log10	3.50193	3176.39	1.23567	1.22098	1.25035	17.2054	16.6335	17.7971
avi_top1_per_kb	C_loglog	log10	3.51122	3245.06	1.23659	1.22183	1.25134	17.242	16.666	17.8379
avi_top1_per_kb	C_loglog	log10	3.52051	3315.22	1.23751	1.22268	1.25234	17.2786	16.6986	17.8788
avi_top1_per_kb	C_loglog	log10	3.5298	3386.89	1.23843	1.22353	1.25333	17.3153	16.7313	17.9197
avi_top1_per_kb	C_loglog	log10	3.53909	3460.11	1.23935	1.22438	1.25433	17.3521	16.7641	17.9608
avi_top1_per_kb	C_loglog	log10	3.54838	3534.91	1.24027	1.22523	1.25532	17.389	16.7969	18.002
avi_top1_per_kb	C_loglog	log10	3.55767	3611.33	1.2412	1.22608	1.25631	17.4259	16.8297	18.0433
avi_top1_per_kb	C_loglog	log10	3.56696	3689.41	1.24212	1.22693	1.25731	17.4629	16.8626	18.0846
avi_top1_per_kb	C_loglog	log10	3.57625	3769.17	1.24304	1.22777	1.2583	17.5	16.8956	18.1261
avi_top1_per_kb	C_loglog	log10	3.58553	3850.66	1.24396	1.22862	1.2593	17.5372	16.9287	18.1677
avi_top1_per_kb	C_loglog	log10	3.59482	3933.9	1.24488	1.22947	1.26029	17.5745	16.9618	18.2093
avi_top1_per_kb	C_loglog	log10	3.60411	4018.95	1.2458	1.23032	1.26129	17.6118	16.9949	18.2511
avi_top1_per_kb	C_loglog	log10	3.6134	4105.83	1.24673	1.23117	1.26228	17.6492	17.0282	18.293
avi_top1_per_kb	C_loglog	log10	3.62269	4194.6	1.24765	1.23202	1.26328	17.6867	17.0614	18.3349
avi_top1_per_kb	C_loglog	log10	3.63198	4285.28	1.24857	1.23286	1.26427	17.7243	17.0948	18.377
avi_top1_per_kb	C_loglog	log10	3.64127	4377.92	1.24949	1.23371	1.26527	17.762	17.1282	18.4192
avi_top1_per_kb	C_loglog	log10	3.65056	4472.57	1.25041	1.23456	1.26627	17.7997	17.1617	18.4614
avi_top1_per_kb	C_loglog	log10	3.65985	4569.26	1.25133	1.23541	1.26726	17.8375	17.1952	18.5038
avi_top1_per_kb	C_loglog	log10	3.66914	4668.05	1.25226	1.23626	1.26826	17.8754	17.2288	18.5463
avi_top1_per_kb	C_loglog	log10	3.67842	4768.96	1.25318	1.2371	1.26925	17.9134	17.2625	18.5888
avi_top1_per_kb	C_loglog	log10	3.68771	4872.06	1.2541	1.23795	1.27025	17.9514	17.2962	18.6315
avi_top1_per_kb	C_loglog	log10	3.697	4977.39	1.25502	1.2388	1.27124	17.9896	17.33	18.6743
avi_top1_per_kb	C_loglog	log10	3.70629	5085	1.25594	1.23965	1.27224	18.0278	17.3638	18.7171
avi_mean	A_raw_x	raw	1	1	4.42071	4.4079	4.43351	4.42071	4.4079	4.43351
avi_mean	A_raw_x	raw	13.7419	13.7419	4.42076	4.40817	4.43335	4.42076	4.40817	4.43335
avi_mean	A_raw_x	raw	26.4837	26.4837	4.42082	4.40844	4.43319	4.42082	4.40844	4.43319
avi_mean	A_raw_x	raw	39.2256	39.2256	4.42087	4.40871	4.43304	4.42087	4.40871	4.43304
avi_mean	A_raw_x	raw	51.9674	51.9674	4.42093	4.40896	4.43289	4.42093	4.40896	4.43289
avi_mean	A_raw_x	raw	64.7093	64.7093	4.42098	4.40921	4.43276	4.42098	4.40921	4.43276
avi_mean	A_raw_x	raw	77.4511	77.4511	4.42104	4.40945	4.43263	4.42104	4.40945	4.43263
avi_mean	A_raw_x	raw	90.193	90.193	4.42109	4.40968	4.43251	4.42109	4.40968	4.43251
avi_mean	A_raw_x	raw	102.935	102.935	4.42115	4.4099	4.4324	4.42115	4.4099	4.4324
avi_mean	A_raw_x	raw	115.677	115.677	4.42121	4.41012	4.43229	4.42121	4.41012	4.43229
avi_mean	A_raw_x	raw	128.419	128.419	4.42126	4.41032	4.4322	4.42126	4.41032	4.4322
avi_mean	A_raw_x	raw	141.16	141.16	4.42132	4.41051	4.43212	4.42132	4.41051	4.43212
avi_mean	A_raw_x	raw	153.902	153.902	4.42137	4.4107	4.43205	4.42137	4.4107	4.43205
avi_mean	A_raw_x	raw	166.644	166.644	4.42143	4.41087	4.43198	4.42143	4.41087	4.43198
avi_mean	A_raw_x	raw	179.386	179.386	4.42148	4.41103	4.43193	4.42148	4.41103	4.43193
avi_mean	A_raw_x	raw	192.128	192.128	4.42154	4.41118	4.4319	4.42154	4.41118	4.4319
avi_mean	A_raw_x	raw	204.87	204.87	4.42159	4.41132	4.43187	4.42159	4.41132	4.43187
avi_mean	A_raw_x	raw	217.612	217.612	4.42165	4.41144	4.43185	4.42165	4.41144	4.43185
avi_mean	A_raw_x	raw	230.353	230.353	4.42171	4.41156	4.43185	4.42171	4.41156	4.43185
avi_mean	A_raw_x	raw	243.095	243.095	4.42176	4.41166	4.43186	4.42176	4.41166	4.43186
avi_mean	A_raw_x	raw	255.837	255.837	4.42182	4.41175	4.43189	4.42182	4.41175	4.43189
avi_mean	A_raw_x	raw	268.579	268.579	4.42187	4.41182	4.43192	4.42187	4.41182	4.43192
avi_mean	A_raw_x	raw	281.321	281.321	4.42193	4.41188	4.43197	4.42193	4.41188	4.43197
avi_mean	A_raw_x	raw	294.063	294.063	4.42198	4.41193	4.43203	4.42198	4.41193	4.43203
avi_mean	A_raw_x	raw	306.805	306.805	4.42204	4.41197	4.43211	4.42204	4.41197	4.43211
avi_mean	A_raw_x	raw	319.546	319.546	4.42209	4.41199	4.43219	4.42209	4.41199	4.43219
avi_mean	A_raw_x	raw	332.288	332.288	4.42215	4.41201	4.43229	4.42215	4.41201	4.43229
avi_mean	A_raw_x	raw	345.03	345.03	4.42221	4.412	4.43241	4.42221	4.412	4.43241
avi_mean	A_raw_x	raw	357.772	357.772	4.42226	4.41199	4.43253	4.42226	4.41199	4.43253
avi_mean	A_raw_x	raw	370.514	370.514	4.42232	4.41196	4.43267	4.42232	4.41196	4.43267
avi_mean	A_raw_x	raw	383.256	383.256	4.42237	4.41192	4.43282	4.42237	4.41192	4.43282
avi_mean	A_raw_x	raw	395.997	395.997	4.42243	4.41188	4.43298	4.42243	4.41188	4.43298
avi_mean	A_raw_x	raw	408.739	408.739	4.42248	4.41181	4.43315	4.42248	4.41181	4.43315
avi_mean	A_raw_x	raw	421.481	421.481	4.42254	4.41174	4.43333	4.42254	4.41174	4.43333
avi_mean	A_raw_x	raw	434.223	434.223	4.42259	4.41166	4.43353	4.42259	4.41166	4.43353
avi_mean	A_raw_x	raw	446.965	446.965	4.42265	4.41157	4.43373	4.42265	4.41157	4.43373
avi_mean	A_raw_x	raw	459.707	459.707	4.4227	4.41147	4.43394	4.4227	4.41147	4.43394
avi_mean	A_raw_x	raw	472.449	472.449	4.42276	4.41136	4.43416	4.42276	4.41136	4.43416
avi_mean	A_raw_x	raw	485.19	485.19	4.42282	4.41124	4.4344	4.42282	4.41124	4.4344
avi_mean	A_raw_x	raw	497.932	497.932	4.42287	4.41111	4.43464	4.42287	4.41111	4.43464
avi_mean	A_raw_x	raw	510.674	510.674	4.42293	4.41097	4.43488	4.42293	4.41097	4.43488
avi_mean	A_raw_x	raw	523.416	523.416	4.42298	4.41083	4.43514	4.42298	4.41083	4.43514
avi_mean	A_raw_x	raw	536.158	536.158	4.42304	4.41068	4.4354	4.42304	4.41068	4.4354
avi_mean	A_raw_x	raw	548.9	548.9	4.42309	4.41052	4.43567	4.42309	4.41052	4.43567
avi_mean	A_raw_x	raw	561.642	561.642	4.42315	4.41035	4.43595	4.42315	4.41035	4.43595
avi_mean	A_raw_x	raw	574.383	574.383	4.4232	4.41018	4.43623	4.4232	4.41018	4.43623
avi_mean	A_raw_x	raw	587.125	587.125	4.42326	4.41	4.43652	4.42326	4.41	4.43652
avi_mean	A_raw_x	raw	599.867	599.867	4.42332	4.40982	4.43681	4.42332	4.40982	4.43681
avi_mean	A_raw_x	raw	612.609	612.609	4.42337	4.40963	4.43711	4.42337	4.40963	4.43711
avi_mean	A_raw_x	raw	625.351	625.351	4.42343	4.40944	4.43741	4.42343	4.40944	4.43741
avi_mean	A_raw_x	raw	638.093	638.093	4.42348	4.40924	4.43772	4.42348	4.40924	4.43772
avi_mean	A_raw_x	raw	650.835	650.835	4.42354	4.40904	4.43804	4.42354	4.40904	4.43804
avi_mean	A_raw_x	raw	663.576	663.576	4.42359	4.40883	4.43835	4.42359	4.40883	4.43835
avi_mean	A_raw_x	raw	676.318	676.318	4.42365	4.40862	4.43868	4.42365	4.40862	4.43868
avi_mean	A_raw_x	raw	689.06	689.06	4.4237	4.40841	4.439	4.4237	4.40841	4.439
avi_mean	A_raw_x	raw	701.802	701.802	4.42376	4.40819	4.43933	4.42376	4.40819	4.43933
avi_mean	A_raw_x	raw	714.544	714.544	4.42382	4.40797	4.43966	4.42382	4.40797	4.43966
avi_mean	A_raw_x	raw	727.286	727.286	4.42387	4.40774	4.44	4.42387	4.40774	4.44
avi_mean	A_raw_x	raw	740.028	740.028	4.42393	4.40751	4.44034	4.42393	4.40751	4.44034
avi_mean	A_raw_x	raw	752.769	752.769	4.42398	4.40728	4.44068	4.42398	4.40728	4.44068
avi_mean	A_raw_x	raw	765.511	765.511	4.42404	4.40705	4.44103	4.42404	4.40705	4.44103
avi_mean	A_raw_x	raw	778.253	778.253	4.42409	4.40681	4.44138	4.42409	4.40681	4.44138
avi_mean	A_raw_x	raw	790.995	790.995	4.42415	4.40657	4.44173	4.42415	4.40657	4.44173
avi_mean	A_raw_x	raw	803.737	803.737	4.4242	4.40633	4.44208	4.4242	4.40633	4.44208
avi_mean	A_raw_x	raw	816.479	816.479	4.42426	4.40609	4.44243	4.42426	4.40609	4.44243
avi_mean	A_raw_x	raw	829.221	829.221	4.42432	4.40584	4.44279	4.42432	4.40584	4.44279
avi_mean	A_raw_x	raw	841.962	841.962	4.42437	4.40559	4.44315	4.42437	4.40559	4.44315
avi_mean	A_raw_x	raw	854.704	854.704	4.42443	4.40534	4.44351	4.42443	4.40534	4.44351
avi_mean	A_raw_x	raw	867.446	867.446	4.42448	4.40509	4.44388	4.42448	4.40509	4.44388
avi_mean	A_raw_x	raw	880.188	880.188	4.42454	4.40483	4.44424	4.42454	4.40483	4.44424
avi_mean	A_raw_x	raw	892.93	892.93	4.42459	4.40458	4.44461	4.42459	4.40458	4.44461
avi_mean	A_raw_x	raw	905.672	905.672	4.42465	4.40432	4.44498	4.42465	4.40432	4.44498
avi_mean	A_raw_x	raw	918.414	918.414	4.4247	4.40406	4.44535	4.4247	4.40406	4.44535
avi_mean	A_raw_x	raw	931.155	931.155	4.42476	4.4038	4.44572	4.42476	4.4038	4.44572
avi_mean	A_raw_x	raw	943.897	943.897	4.42482	4.40354	4.44609	4.42482	4.40354	4.44609
avi_mean	A_raw_x	raw	956.639	956.639	4.42487	4.40328	4.44647	4.42487	4.40328	4.44647
avi_mean	A_raw_x	raw	969.381	969.381	4.42493	4.40301	4.44684	4.42493	4.40301	4.44684
avi_mean	A_raw_x	raw	982.123	982.123	4.42498	4.40275	4.44722	4.42498	4.40275	4.44722
avi_mean	A_raw_x	raw	994.865	994.865	4.42504	4.40248	4.4476	4.42504	4.40248	4.4476
avi_mean	A_raw_x	raw	1007.61	1007.61	4.42509	4.40221	4.44798	4.42509	4.40221	4.44798
avi_mean	A_raw_x	raw	1020.35	1020.35	4.42515	4.40194	4.44836	4.42515	4.40194	4.44836
avi_mean	A_raw_x	raw	1033.09	1033.09	4.4252	4.40167	4.44874	4.4252	4.40167	4.44874
avi_mean	A_raw_x	raw	1045.83	1045.83	4.42526	4.4014	4.44912	4.42526	4.4014	4.44912
avi_mean	A_raw_x	raw	1058.57	1058.57	4.42532	4.40113	4.4495	4.42532	4.40113	4.4495
avi_mean	A_raw_x	raw	1071.32	1071.32	4.42537	4.40085	4.44989	4.42537	4.40085	4.44989
avi_mean	A_raw_x	raw	1084.06	1084.06	4.42543	4.40058	4.45027	4.42543	4.40058	4.45027
avi_mean	A_raw_x	raw	1096.8	1096.8	4.42548	4.40031	4.45066	4.42548	4.40031	4.45066
avi_mean	A_raw_x	raw	1109.54	1109.54	4.42554	4.40003	4.45105	4.42554	4.40003	4.45105
avi_mean	A_raw_x	raw	1122.28	1122.28	4.42559	4.39975	4.45143	4.42559	4.39975	4.45143
avi_mean	A_raw_x	raw	1135.03	1135.03	4.42565	4.39948	4.45182	4.42565	4.39948	4.45182
avi_mean	A_raw_x	raw	1147.77	1147.77	4.4257	4.3992	4.45221	4.4257	4.3992	4.45221
avi_mean	A_raw_x	raw	1160.51	1160.51	4.42576	4.39892	4.4526	4.42576	4.39892	4.4526
avi_mean	A_raw_x	raw	1173.25	1173.25	4.42582	4.39864	4.45299	4.42582	4.39864	4.45299
avi_mean	A_raw_x	raw	1185.99	1185.99	4.42587	4.39836	4.45338	4.42587	4.39836	4.45338
avi_mean	A_raw_x	raw	1198.73	1198.73	4.42593	4.39808	4.45377	4.42593	4.39808	4.45377
avi_mean	A_raw_x	raw	1211.48	1211.48	4.42598	4.3978	4.45417	4.42598	4.3978	4.45417
avi_mean	A_raw_x	raw	1224.22	1224.22	4.42604	4.39752	4.45456	4.42604	4.39752	4.45456
avi_mean	A_raw_x	raw	1236.96	1236.96	4.42609	4.39723	4.45495	4.42609	4.39723	4.45495
avi_mean	A_raw_x	raw	1249.7	1249.7	4.42615	4.39695	4.45535	4.42615	4.39695	4.45535
avi_mean	A_raw_x	raw	1262.44	1262.44	4.4262	4.39667	4.45574	4.4262	4.39667	4.45574
avi_mean	A_raw_x	raw	1275.19	1275.19	4.42626	4.39638	4.45614	4.42626	4.39638	4.45614
avi_mean	A_raw_x	raw	1287.93	1287.93	4.42632	4.3961	4.45653	4.42632	4.3961	4.45653
avi_mean	A_raw_x	raw	1300.67	1300.67	4.42637	4.39581	4.45693	4.42637	4.39581	4.45693
avi_mean	A_raw_x	raw	1313.41	1313.41	4.42643	4.39553	4.45733	4.42643	4.39553	4.45733
avi_mean	A_raw_x	raw	1326.15	1326.15	4.42648	4.39524	4.45772	4.42648	4.39524	4.45772
avi_mean	A_raw_x	raw	1338.89	1338.89	4.42654	4.39495	4.45812	4.42654	4.39495	4.45812
avi_mean	A_raw_x	raw	1351.64	1351.64	4.42659	4.39467	4.45852	4.42659	4.39467	4.45852
avi_mean	A_raw_x	raw	1364.38	1364.38	4.42665	4.39438	4.45892	4.42665	4.39438	4.45892
avi_mean	A_raw_x	raw	1377.12	1377.12	4.4267	4.39409	4.45932	4.4267	4.39409	4.45932
avi_mean	A_raw_x	raw	1389.86	1389.86	4.42676	4.39381	4.45971	4.42676	4.39381	4.45971
avi_mean	A_raw_x	raw	1402.6	1402.6	4.42682	4.39352	4.46011	4.42682	4.39352	4.46011
avi_mean	A_raw_x	raw	1415.35	1415.35	4.42687	4.39323	4.46051	4.42687	4.39323	4.46051
avi_mean	A_raw_x	raw	1428.09	1428.09	4.42693	4.39294	4.46091	4.42693	4.39294	4.46091
avi_mean	A_raw_x	raw	1440.83	1440.83	4.42698	4.39265	4.46131	4.42698	4.39265	4.46131
avi_mean	A_raw_x	raw	1453.57	1453.57	4.42704	4.39236	4.46172	4.42704	4.39236	4.46172
avi_mean	A_raw_x	raw	1466.31	1466.31	4.42709	4.39207	4.46212	4.42709	4.39207	4.46212
avi_mean	A_raw_x	raw	1479.06	1479.06	4.42715	4.39178	4.46252	4.42715	4.39178	4.46252
avi_mean	A_raw_x	raw	1491.8	1491.8	4.4272	4.39149	4.46292	4.4272	4.39149	4.46292
avi_mean	A_raw_x	raw	1504.54	1504.54	4.42726	4.3912	4.46332	4.42726	4.3912	4.46332
avi_mean	A_raw_x	raw	1517.28	1517.28	4.42732	4.39091	4.46372	4.42732	4.39091	4.46372
avi_mean	A_raw_x	raw	1530.02	1530.02	4.42737	4.39062	4.46413	4.42737	4.39062	4.46413
avi_mean	A_raw_x	raw	1542.76	1542.76	4.42743	4.39032	4.46453	4.42743	4.39032	4.46453
avi_mean	A_raw_x	raw	1555.51	1555.51	4.42748	4.39003	4.46493	4.42748	4.39003	4.46493
avi_mean	A_raw_x	raw	1568.25	1568.25	4.42754	4.38974	4.46534	4.42754	4.38974	4.46534
avi_mean	A_raw_x	raw	1580.99	1580.99	4.42759	4.38945	4.46574	4.42759	4.38945	4.46574
avi_mean	A_raw_x	raw	1593.73	1593.73	4.42765	4.38915	4.46614	4.42765	4.38915	4.46614
avi_mean	A_raw_x	raw	1606.47	1606.47	4.4277	4.38886	4.46655	4.4277	4.38886	4.46655
avi_mean	A_raw_x	raw	1619.22	1619.22	4.42776	4.38857	4.46695	4.42776	4.38857	4.46695
avi_mean	A_raw_x	raw	1631.96	1631.96	4.42782	4.38828	4.46736	4.42782	4.38828	4.46736
avi_mean	A_raw_x	raw	1644.7	1644.7	4.42787	4.38798	4.46776	4.42787	4.38798	4.46776
avi_mean	A_raw_x	raw	1657.44	1657.44	4.42793	4.38769	4.46817	4.42793	4.38769	4.46817
avi_mean	A_raw_x	raw	1670.18	1670.18	4.42798	4.38739	4.46857	4.42798	4.38739	4.46857
avi_mean	A_raw_x	raw	1682.92	1682.92	4.42804	4.3871	4.46898	4.42804	4.3871	4.46898
avi_mean	A_raw_x	raw	1695.67	1695.67	4.42809	4.38681	4.46938	4.42809	4.38681	4.46938
avi_mean	A_raw_x	raw	1708.41	1708.41	4.42815	4.38651	4.46979	4.42815	4.38651	4.46979
avi_mean	A_raw_x	raw	1721.15	1721.15	4.4282	4.38622	4.47019	4.4282	4.38622	4.47019
avi_mean	A_raw_x	raw	1733.89	1733.89	4.42826	4.38592	4.4706	4.42826	4.38592	4.4706
avi_mean	A_raw_x	raw	1746.63	1746.63	4.42832	4.38563	4.471	4.42832	4.38563	4.471
avi_mean	A_raw_x	raw	1759.38	1759.38	4.42837	4.38533	4.47141	4.42837	4.38533	4.47141
avi_mean	A_raw_x	raw	1772.12	1772.12	4.42843	4.38504	4.47182	4.42843	4.38504	4.47182
avi_mean	A_raw_x	raw	1784.86	1784.86	4.42848	4.38474	4.47222	4.42848	4.38474	4.47222
avi_mean	A_raw_x	raw	1797.6	1797.6	4.42854	4.38444	4.47263	4.42854	4.38444	4.47263
avi_mean	A_raw_x	raw	1810.34	1810.34	4.42859	4.38415	4.47304	4.42859	4.38415	4.47304
avi_mean	A_raw_x	raw	1823.09	1823.09	4.42865	4.38385	4.47345	4.42865	4.38385	4.47345
avi_mean	A_raw_x	raw	1835.83	1835.83	4.4287	4.38356	4.47385	4.4287	4.38356	4.47385
avi_mean	A_raw_x	raw	1848.57	1848.57	4.42876	4.38326	4.47426	4.42876	4.38326	4.47426
avi_mean	A_raw_x	raw	1861.31	1861.31	4.42882	4.38296	4.47467	4.42882	4.38296	4.47467
avi_mean	A_raw_x	raw	1874.05	1874.05	4.42887	4.38267	4.47508	4.42887	4.38267	4.47508
avi_mean	A_raw_x	raw	1886.79	1886.79	4.42893	4.38237	4.47548	4.42893	4.38237	4.47548
avi_mean	A_raw_x	raw	1899.54	1899.54	4.42898	4.38207	4.47589	4.42898	4.38207	4.47589
avi_mean	A_raw_x	raw	1912.28	1912.28	4.42904	4.38178	4.4763	4.42904	4.38178	4.4763
avi_mean	A_raw_x	raw	1925.02	1925.02	4.42909	4.38148	4.47671	4.42909	4.38148	4.47671
avi_mean	A_raw_x	raw	1937.76	1937.76	4.42915	4.38118	4.47712	4.42915	4.38118	4.47712
avi_mean	A_raw_x	raw	1950.5	1950.5	4.4292	4.38088	4.47752	4.4292	4.38088	4.47752
avi_mean	A_raw_x	raw	1963.25	1963.25	4.42926	4.38059	4.47793	4.42926	4.38059	4.47793
avi_mean	A_raw_x	raw	1975.99	1975.99	4.42932	4.38029	4.47834	4.42932	4.38029	4.47834
avi_mean	A_raw_x	raw	1988.73	1988.73	4.42937	4.37999	4.47875	4.42937	4.37999	4.47875
avi_mean	A_raw_x	raw	2001.47	2001.47	4.42943	4.37969	4.47916	4.42943	4.37969	4.47916
avi_mean	A_raw_x	raw	2014.21	2014.21	4.42948	4.37939	4.47957	4.42948	4.37939	4.47957
avi_mean	A_raw_x	raw	2026.95	2026.95	4.42954	4.3791	4.47998	4.42954	4.3791	4.47998
avi_mean	A_raw_x	raw	2039.7	2039.7	4.42959	4.3788	4.48039	4.42959	4.3788	4.48039
avi_mean	A_raw_x	raw	2052.44	2052.44	4.42965	4.3785	4.4808	4.42965	4.3785	4.4808
avi_mean	A_raw_x	raw	2065.18	2065.18	4.4297	4.3782	4.48121	4.4297	4.3782	4.48121
avi_mean	A_raw_x	raw	2077.92	2077.92	4.42976	4.3779	4.48162	4.42976	4.3779	4.48162
avi_mean	A_raw_x	raw	2090.66	2090.66	4.42982	4.37761	4.48203	4.42982	4.37761	4.48203
avi_mean	A_raw_x	raw	2103.41	2103.41	4.42987	4.37731	4.48243	4.42987	4.37731	4.48243
avi_mean	A_raw_x	raw	2116.15	2116.15	4.42993	4.37701	4.48284	4.42993	4.37701	4.48284
avi_mean	A_raw_x	raw	2128.89	2128.89	4.42998	4.37671	4.48325	4.42998	4.37671	4.48325
avi_mean	A_raw_x	raw	2141.63	2141.63	4.43004	4.37641	4.48366	4.43004	4.37641	4.48366
avi_mean	A_raw_x	raw	2154.37	2154.37	4.43009	4.37611	4.48407	4.43009	4.37611	4.48407
